번호,야영장명,주소,화로대,부대시설,주변이용가능시설,테마환경,반려동물출입,비수기_평일_가격,비수기_주말_가격,성수기_평일_가격,성수기_주말_가격,naver_id,states
2082,(테스트)코아캠핑장,충청북도 청주시 청원구 오창읍 각리1길 97,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점,덤프스테이션","산책로,해수욕,강/물놀이,어린이놀이시설","스키,낚시,가을단풍명소,걷기길",불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2083,솔내음 캠핑장,전라북도 무주군 안성면 칠연로 504,개별,정보없음,정보없음,정보없음,가능,45000,58000,68000,81000,NOT_FOUND,휴업
2084,(중복제거) 계곡과느티나무 캠핑장 (포천 글램파크 글램핑 카라반),경기도 포천시 이동면 화동로 1925-47,개별,정보없음,정보없음,정보없음,불가능,105000,136000,158000,189000,NOT_FOUND,휴업
2085,청포대숲속야영장,충청남도 태안군 남면 청포대길 32-8,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1179681221,운영중
2086,통영 편백숲길관광농원 캠핑장,경상남도 통영시 천대국치길 297-10 (인평동),개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","산책로,낚시,강/물놀이",정보없음,불가능,50000,65000,75000,90000,1556160247,운영중
2087,괴강관광농원 ,충청북도 괴산군 칠성면 괴강로 354-14,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","산책로,강/물놀이,어린이놀이시설","봄꽃여행,가을단풍명소,겨울눈꽃명소",불가능,45000,58000,68000,81000,1734025173,운영중
2088,블루마린 캠핑장,경기도 여주시 능서면 중부대로 2545-74,개별,"물놀이장,운동시설",강/물놀이,정보없음,불가능,55000,72000,82000,99000,32891453,운영중
2089,함평자연생태글램핑앤오토캠핑장지점,전라남도 함평군 신광면 덕일길 192-91,개별,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,NOT_FOUND,휴업
2090,고명야영캠핑장,충청북도 제천시 고명로 197-10 (고명동),개별,정보없음,정보없음,정보없음,가능(소형견),45000,58000,68000,81000,37026553,운영중
2091,베스트필드,충청남도 공주시 반포면 동학사1로 65,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점","계곡 물놀이,산책로,낚시,강/물놀이,수영장,청소년체험시설,농어촌체험시설","봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",불가능,45000,58000,68000,81000,1000952114,운영중
2092,평화누리캠핑장,경기도 파주시 문산읍 임진각로 148-40,개별,"전기,장작판매,온수,놀이터,산책로,마트.편의점,덤프스테이션","산책로,청소년체험시설,어린이놀이시설","일몰명소,가을단풍명소,겨울눈꽃명소,걷기길",불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2093,화명 오토캠핑장,경상남도 북구 낙동강자전거길 1425 (덕천동),개별,정보없음,정보없음,정보없음,가능(소형견),45000,58000,68000,81000,NOT_FOUND,휴업
2094,위천수변 테마파크,경상북도 군위군 효령면 간동유원지길 8,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점","산책로,운동장,낚시,수영장,청소년체험시설,어린이놀이시설","낚시,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",가능,55000,72000,82000,99000,NOT_FOUND,휴업
2095,늘예솔글램핑,경상남도 거창군 북상면 덕유월성로 1384-5,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,"여름물놀이,가을단풍명소",가능,105000,136000,158000,189000,1200490214,운영중
2096,아쿠아마린캠핑장,경기도 포천시 이동면 성장로1289번길 204,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점","계곡 물놀이,강/물놀이,청소년체험시설","여름물놀이,가을단풍명소",불가능,55000,72000,82000,99000,1478617699,운영중
2097,캠프리카 (마글램핑장),경상남도 기장군 장안읍 장안로 18,개별,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,36812360,운영중
2098,삼별초오토캠프장,경기도 강화군 내가면 고비고개로 663,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2099,(삭제) (주)하나관광 해외여행사,경상남도 중구 동천1길 40 (서동),정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2100,토미파크캠핑장,경기도 용인시 기흥구 동백죽전대로 207 (중동),정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2101,CARAVAN PARK RESORT,경기도 파주시 송학1길 42 (야당동),정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2102,임진물새롬센터 오토캠핑장,경기도 연천군 미산면 청정로1706번길 119,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,35445108,운영중
2103,청평힐리조트,경기도 가평군 청평면 북한강로 1841-12,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2104,숲속의야영장,경기도 양평군 옥천면 사기점길 49-15,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1366897856,운영중
2105,섬강두꺼비오토캠핑장,강원도 원주시 부론면 선유길 135,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2106,홍천강 자라바위 오토캠핑장,강원도 홍천군 서면 팔봉산로 857,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1082973860,운영중
2107,슬로우캠프,강원도 영월군 무릉도원면 고일길 18-5,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,11731035,운영중
2108,여울소리,강원도 영월군 무릉도원면 중방길 2-45,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,2061520830,운영중
2109,천안시 국민여가캠핑장,충청남도 천안시 동남구 목천읍 교촌7길 46-13,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,37582217,운영중
2110,우성낚시&캠핑,충청남도 공주시 우성면 채죽산길 50,개별,"전기,온수,운동장,운동시설,마트.편의점","운동장,낚시",낚시,가능(소형견),40000,52000,60000,72000,13432766,운영중
2111,테하스랜드 글램핑장,충청남도 논산시 연무읍 안심로220번길 60-24,정보없음,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,NOT_FOUND,휴업
2112,산림청 국립자연휴양림관리소,충청남도 서천군 종천면 희리산길 206,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,32769892,운영중
2113,상포지구 오토캠핑장,전라남도 여수시 돌산읍 강남해안로 196,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2114,백운제 농어촌테마공원 자동차 야영장,전라남도 광양시 봉강면 지곡길 212,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1042440248,운영중
2115,압록새마을회,전라남도 곡성군 오곡면 압록리 64번지,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,1567916070,운영중
2116,임해야영장,전라남도 고흥군 대서면 동서로 802,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2117,사평풍류마을오토캠핑장,전라남도 화순군 남면 사평리 114-6번지,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2118,홀통캠핑장,전라남도 무안군 현경면 오류리 산 2-1,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1252559153,운영중
2119,돌머리 하우스캠핑,전라남도 함평군 함평읍 주포로 615,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1963010667,운영중
2120,학교가자캠핑장,전라남도 장성군 장성읍 안평장동길 13,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2121,생각하는 섬,경상북도 김천시 대덕면 남김천대로 160,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,32794998,운영중
2122,봉화솔향가득서울캠핑장,경상북도 봉화군 소천면 홍점길 31,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1608445398,운영중
2123,엄마랑놀자키즈글램핑,경상남도 밀양시 초동면 초동중앙로 18,정보없음,정보없음,정보없음,정보없음,불가능,105000,136000,158000,189000,1158163351,운영중
2124,궁농오토캠핑장,경상남도 거제시 장목면 거제북로 2633-16,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1468020534,운영중
2125,의령 거장산 오토캠핑장,경상남도 의령군 궁류면 청정로5길 43-2,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2126,중복제거,경상남도 창원시 마산합포구 진전면 일암1길 74,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,2089511769,운영중
2127,클럽레스피아in삽교바다공원,충청남도 당진시 신평면 산정길 93,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1516502746,운영중
2128,청주시 현도오토캠핑장,충청북도 청주시 서원구 현도면 중척리 652,개별,정보없음,정보없음,정보없음,가능,40000,52000,60000,72000,1158107788,운영중
2129,국제문화스포츠교육원 제주힐링캠프,제주도 서귀포시 성산읍 독자봉로51번길 27,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,736023713,운영중
2130,동부레저인디캠핑,제주도 서귀포시 대정읍 보성구억로 125,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2131,성동 서울숲 여름캠핑장(임시캠핑장),서울 성동구 뚝섬로 273 (성수동1가),정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2132,어린이대공원(캠핑체험장),서울 광진구 능동로 216 (능동),정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2133,오동근린공원 임시캠핑장,서울 강북구 덕릉로42길 49 (번동),정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2134,천왕근린공원,서울 구로구 천왕동 230-1번지,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2135,장안캠프,경상남도 기장군 장안읍 장안로 18,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동장",정보없음,정보없음,불가능,50000,65000,75000,90000,36812360,운영중
2136,금호강 산격 야영장,경상북도 북구 산격동 1477-1,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1824299834,운영중
2137,금호강 야영장,경상북도 북구 공항로 88 (복현동),정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,1400103357,운영중
2138,업종 변경으로 제거,경기도 중구 대무의로 497 (무의동),개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,11555124,운영중
2139,인천대공원 캠핑장,경기도 남동구 장수동 456,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1896400137,운영중
2140,동막리 마을회,경기도 강화군 화도면 해안남로 1481,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2141,심은미술관캠핑장,경기도 강화군 길상면 신촌로146번길 14-11,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2142,뮤즈캠핑장,경기도 강화군 강화읍 국화리 740번지 15,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,31051674,운영중
2143,쥬라기 카라반,경기도 강화군 길상면 해안남로 614,정보없음,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,NOT_FOUND,휴업
2144,강화도 아침 숲속야영장,경기도 강화군 길상면 해안남로 860-2,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1577388812,운영중
2145,장경리해변 야영장,경기도 옹진군 영흥면 내리 1626-38,개별,"전기,온수,물놀이장","수상레저,해수욕","일몰명소,수상레저,낚시,여름물놀이",불가능,50000,65000,75000,90000,1226920983,운영중
2146,더 아라 캠핑장,경기도 옹진군 덕적면 덕적남로 1076,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1192884054,운영중
2147,주주글램핑,충청남도 유성구 성북로 66-19 (방동),정보없음,정보없음,정보없음,정보없음,정보없음,95000,124000,142000,171000,NOT_FOUND,휴업
2148,국립중앙과학관,충청남도 유성구 대덕대로 481 (구성동),개별,운동장,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2149,등억알프스야영장,경상남도 울주군 상북면 등억알프스리 309-1,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1775508708,운영중
2150,해오름 야영장,경상남도 울주군 서생면 해맞이로 1109-17,개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1144563857,운영중
2151,울주해양레포츠센터 야영장,경상남도 울주군 서생면 해맞이로 1560,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1521566135,운영중
2152,북한산농바위캠핑장,경기도 고양시 덕양구 북한산로387번길 180 (지축동),개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1834926269,운영중
2153,(중복삭제) (주)대산기획피케이씨(서울대공원야영장),경기도 과천시 대공원광장로 102 (막계동),개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2154,별빛힐링캠프,경기도 오산시 경기대로632번길 90 (내삼미동),정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,37430402,운영중
2155,작은쉼터야영장,경기도 시흥시 죽율로 25 (죽율동),개별,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2156,물왕숲캠핑파크,경기도 시흥시 동서로 706-88 (물왕동),정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2157,소풍캠핑장,경기도 용인시 처인구 이동읍 경기동로785번길 30,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",정보없음,"일몰명소,여름물놀이,겨울눈꽃명소",가능(소형견),55000,72000,82000,99000,1884037137,운영중
2158,기찬관광농원,경기도 용인시 처인구 이동읍 이원로 331,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,37993732,운영중
2159,용인호수캠핑장,경기도 용인시 처인구 원삼면 원양로 250-22,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2160,주식회사 마이랜드,경기도 파주시 탄현면 자유로 3902-26,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2161,초리 포레스트,경기도 파주시 법원읍 초리골길 456-55,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1279287508,운영중
2162,자연의꿈,경기도 파주시 법원읍 초리골길 248,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1014752858,운영중
2163,돌산캠핑장,경기도 파주시 광탄면 산수골길 151-68,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,35297207,운영중
2164,123 치유의숲 야영장,경기도 파주시 월롱면 용상골길 357,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2165,안성운모석캠핑장,경기도 안성시 서운면 월구리길 3-85,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1019685016,운영중
2166,중복제거,경기도 가평군 가평읍 상지로 949,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,2089511769,운영중
2167,헬로우 힐 연인산 캠핑장,경기도 가평군 조종면 연인산로 384,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1207575354,운영중
2168,엄소리오토캠핑장,경기도 가평군 설악면 묵안로 29,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,21688794,운영중
2169,블루래빗,경기도 가평군 설악면 어비산길 11,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1757663329,운영중
2170,라라비에르,경기도 가평군 청평면 북한강로 1945,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2171,새연 글램핑 카라반 설악2호점,경기도 가평군 설악면 유명로 1939-26,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",정보없음,정보없음,불가능,110000,143000,165000,198000,2047993349,운영중
2172,메타피아 오래캠핑장 & 카라반,경기도 가평군 북면 화악산로 233,정보없음,정보없음,정보없음,정보없음,불가능,85000,110000,128000,153000,1990333125,운영중
2173,파마스힐 캠핑장,경기도 가평군 상면 항사리 523,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,35366061,운영중
2174,앙티브,경기도 가평군 상면 수목원로 262-34,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,NOT_FOUND,휴업
2175,소노휴 양평,경기도 양평군 개군면 신내길7번길 55,개별,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,마트.편의점",정보없음,"스키,여름물놀이,가을단풍명소",불가능,45000,58000,68000,81000,35418421,운영중
2176,더휴글램핑,경기도 양평군 옥천면 옥천체육공원길 4,정보없음,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,1878297071,운영중
2177,산대분교공공캠핑장,경기도 양평군 단월면 섬이길 274-12,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1267589481,운영중
2178,제이드별빛카라반 캠핑장,강원도 춘천시 남산면 햇골길 62,개별,정보없음,정보없음,정보없음,불가능,85000,110000,128000,153000,1961991597,운영중
2179,강촌 감성 글램핑,강원도 춘천시 남산면 풀무골길 82-60,정보없음,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,NOT_FOUND,휴업
2180,팔미체험마을,강원도 춘천시 신동면 설미길 218-21,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2181,주식회사 캠프포지션,강원도 춘천시 남면 가옹개길 31,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2182,춘천하늘캠핑장,강원도 춘천시 서면 방동1길 315,개별,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1212882145,운영중
2183,버즈글램핑,강원도 춘천시 서면 율장길 122-28,정보없음,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,1698032362,운영중
2184,간현관광지 캠핑장,강원도 원주시 지정면 소금산길 26,개별,"전기,무선인터넷,온수,마트.편의점","계곡 물놀이,산책로,운동장,강/물놀이,청소년체험시설","여름물놀이,가을단풍명소,걷기길",불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2185,드림랜드캠핑,강원도 원주시 소초면 구룡사로 47,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2186,(중복제거)피노키오관광농원 야영장,강원도 원주시 신림면 소야1길 72,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","산책로,운동장,수영장,청소년체험시설,농어촌체험시설,어린이놀이시설","액티비티,봄꽃여행,가을단풍명소,겨울눈꽃명소",불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2187,지니의 캠프,강원도 원주시 지정면 장지길 69-22,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,2027381731,운영중
2188,베이스캠프,강원도 강릉시 사천면 해안로 940-12,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1877854032,운영중
2189,속초 밤하늘글램핑,강원도 속초시 장성천길 151 (장사동),정보없음,정보없음,정보없음,정보없음,불가능,100000,130000,150000,180000,NOT_FOUND,휴업
2190,홍천 어울림 글램핑,강원도 홍천군 화촌면 작은도심리길 4-11,개별,"전기,무선인터넷,장작판매,온수,물놀이장","계곡 물놀이,산책로,낚시,강/물놀이,청소년체험시설","봄꽃여행,여름물놀이,가을단풍명소",불가능,105000,136000,158000,189000,1963321702,운영중
2191,개똥이네캠핑장,강원도 홍천군 북방면 원소길 25,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1782183199,운영중
2192,J캠핑장,강원도 홍천군 내면 소한동길 301,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1089142847,운영중
2193,홍천 무네미 별마루 관광농원,강원도 홍천군 내면 수유동길 635,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2194,가람 캠프,강원도 홍천군 두촌면 부채들길 41,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2195,검산별빛캠핑장,강원도 홍천군 서석면 마리소리길 120,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1183377018,운영중
2196,용오름캠핑장,강원도 홍천군 서석면 검산길 263,개별,"전기,무선인터넷,장작판매,놀이터,마트.편의점",계곡 물놀이,정보없음,불가능,40000,52000,60000,72000,1337327290,운영중
2197,영재민박,강원도 홍천군 내면 구룡령로 6339,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,16652044,운영중
2198,수캠프,강원도 홍천군 내촌면 가래올길 91-13,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2199,예담숲,강원도 홍천군 서면 한서로 347-5,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,30868323,운영중
2200,몬테리오,강원도 홍천군 서면 마곡길 220,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1487741660,운영중
2201,횡성 노다지야영장 불타는 삼촌,강원도 횡성군 청일면 춘당로 232,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1847497744,운영중
2202,둔내초덕성분교 야영장,강원도 횡성군 둔내면 경강로 5353,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,836845877,운영중
2203,선바위자연캠핑장,강원도 횡성군 갑천면 병지방길 2,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1968960451,운영중
2204,나우캠핑장관광농원,강원도 횡성군 공근면 공근북로 122-100,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1043828803,운영중
2205,돌꽃캠핑장,강원도 횡성군 서원면 서원서로102번길 3-16,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2206,동당미펜션 야영장,강원도 횡성군 서원면 압곡로 195,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설",정보없음,여름물놀이,불가능,50000,65000,75000,90000,12766060,운영중
2207,친구,강원도 영월군 무릉도원면 무릉법흥로 1208-56,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2208,판운 캠핑장,강원도 영월군 주천면 미다리길 55,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2209,동빈네 캠핑장,강원도 영월군 중동면 직동로 970,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1282061372,운영중
2210,백년펜션 야영장,강원도 영월군 무릉도원면 백년계곡길 177,개별,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,NOT_FOUND,휴업
2211,스카이 펜션&캠핑장,강원도 영월군 무릉도원면 무릉법흥로 852-15,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1286993056,운영중
2212,다솜이 야영장,강원도 영월군 무릉도원면 무릉법흥로 852-21,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1650895578,운영중
2213,청풍명월,강원도 영월군 무릉도원면 도원운학로 591,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1851655464,운영중
2214,숲속의 작은집,강원도 영월군 무릉도원면 새막골길 133,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1992937087,운영중
2215,내리계곡 솔밭캠핑장,강원도 영월군 김삿갓면 내리계곡로 1039-18,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",계곡 물놀이,여름물놀이,불가능,55000,72000,82000,99000,15538161,운영중
2216,별이빛나는밤에 글램핑,강원도 영월군 무릉도원면 무릉법흥로 1090,정보없음,정보없음,정보없음,정보없음,불가능,95000,124000,142000,171000,1725240315,운영중
2217,평창 태기산 캠핑장 펜션,강원도 평창군 봉평면 진조리 338-11,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1934013939,운영중
2218,가리왕산 자건재,강원도 정선군 정선읍 청량길 14-2,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,35413679,운영중
2219,연포분교야영장,강원도 정선군 신동읍 연포길 544-6,개별,"전기,장작판매","산책로,어린이놀이시설","가을단풍명소,걷기길",가능,35000,46000,52000,63000,32769412,운영중
2220,밤개울캠핑장,강원도 철원군 근남면 하문수동1길 62-1,정보없음,정보없음,정보없음,정보없음,불가능,35000,46000,52000,63000,1634480772,운영중
2221,태봉캠핑장,강원도 철원군 갈말읍 내대리 519-11번지,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2222,행복밭예술가들,강원도 양구군 양구읍 성곡로 849,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2223,폭포 캠핑 야영장,강원도 인제군 북면 만해로 224-28,정보없음,정보없음,정보없음,정보없음,불가능,40000,52000,60000,72000,1207219449,운영중
2224,주식회사 라온서피리조트,강원도 양양군 현북면 하조대해안길 119,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2225,흐르는강물처럼 펜션 야영장,강원도 양양군 현북면 법수치길 283,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2226,BFL 플레이파크(주),충청북도 충주시 중앙탑면 중앙탑길 150,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,99678282,운영중
2227,(주)이글밸리스키리조트 야영장,충청북도 충주시 수안보면 주정산로 203,정보없음,정보없음,정보없음,정보없음,정보없음,40000,52000,60000,72000,NOT_FOUND,휴업
2228,월악산 공이동,충청북도 충주시 살미면 공이송정2길 19,정보없음,정보없음,정보없음,정보없음,정보없음,35000,46000,52000,63000,NOT_FOUND,휴업
2229,충주오지캠핑장,충청북도 충주시 동량면 서운능골길 77,정보없음,정보없음,정보없음,정보없음,정보없음,45000,58000,68000,81000,NOT_FOUND,휴업
2230,배론의아침,충청북도 제천시 봉양읍 배론성지길 167-52,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로","계곡 물놀이,산책로,낚시,강/물놀이,어린이놀이시설","일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",가능,50000,65000,75000,90000,2020394297,운영중
2231,깃대 캠핑장,충청북도 보은군 마로면 세중기대로 261-128,개별,"전기,장작판매,온수,산책로","산책로,낚시,농어촌체험시설",가을단풍명소,불가능,35000,46000,52000,63000,NOT_FOUND,휴업
2232,나드리 캠핑장,충청북도 옥천군 청성면 삼남2길 6,정보없음,정보없음,정보없음,정보없음,불가능,45000,58000,68000,81000,1784151911,운영중
2233,솔베이캠핑장,충청북도 괴산군 감물면 충민로 1083-12,개별,정보없음,정보없음,정보없음,가능(소형견),35000,46000,52000,63000,1613357194,운영중
2234,개차반캠핑장,충청북도 괴산군 사리면 소매1길 102,개별,정보없음,정보없음,정보없음,가능,35000,46000,52000,63000,1866953045,운영중
